,Category,Message
5308,not-spam,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
5309,not-spam,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
5310,not-spam,"yeah, that's what I was thinking"
5311,not-spam,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
5312,not-spam,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
5313,not-spam,My sister going to earn more than me da.
5314,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
5315,not-spam,Hahaha..use your brain dear
5316,not-spam,Jus finish watching tv... U?
5317,not-spam,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
5318,not-spam,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
5319,not-spam,Kothi print out marandratha.
5320,not-spam,But we havent got da topic yet rite?
5321,not-spam,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
5322,not-spam,"Thanks, I'll keep that in mind"
5323,not-spam,Aah bless! How's your arm?
5324,not-spam,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
5325,not-spam,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
5326,not-spam,What makes you most happy?
5327,not-spam,Wishing you a wonderful week.
5328,not-spam,Sweet heart how are you?
5329,not-spam,"Sir, waiting for your letter."
5330,not-spam,Dude im no longer a pisces. Im an aquarius now.
5331,not-spam,X course it 2yrs. Just so her messages on messenger lik you r sending me
5332,not-spam,I think steyn surely get one wicket:)
5333,not-spam,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
5334,not-spam,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
5335,not-spam,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
5336,not-spam,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
5337,not-spam,My birthday is on feb  &lt;#&gt;  da. .
5338,not-spam,So when do you wanna gym?
5339,not-spam,You'd like that wouldn't you? Jerk!
5340,not-spam,Are u awake? Is there snow there?
5341,not-spam,And of course you should make a stink!
5342,spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
5343,not-spam,No go. No openings for that room 'til after thanksgiving without an upcharge.
5344,not-spam,When you guys planning on coming over?
5345,not-spam,Wat ü doing now?
5346,not-spam,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
5347,not-spam,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
5348,not-spam,Do I? I thought I put it back in the box
5349,not-spam,I'm home...
5350,not-spam,No one interested. May be some business plan.
5351,not-spam,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
5352,not-spam,Good morning princess! Have a great day!
5353,not-spam,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
5354,not-spam,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
5355,not-spam,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
5356,not-spam,Tell me something. Thats okay.
5357,not-spam,Ok
5358,not-spam,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
5359,not-spam,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
5360,not-spam,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
5361,not-spam,Yep get with the program. You're slacking.
5362,not-spam,I'm in inside office..still filling forms.don know when they leave me.
5363,not-spam,"I think your mentor is , but not 100 percent sure."
5364,spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
5365,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
5366,spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
5367,not-spam,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
5368,spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
5369,not-spam,Hi mom we might be back later than  &lt;#&gt;
5370,spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
5371,not-spam,"Lol, oh you got a friend for the dog ?"
5372,not-spam,"Ok., is any problem to u frm him? Wats matter?"
5373,not-spam,"K I'll head out in a few mins, see you there"
5374,not-spam,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
5375,not-spam,I cant pick the phone right now. Pls send a message
5376,not-spam,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
5377,spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
5378,spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
5379,not-spam,Somebody set up a website where you can play hold em using eve online spacebucks
5380,not-spam,Its sunny in california. The weather's just cool
5381,spam,You have 1 new message. Call 0207-083-6089
5382,not-spam,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
5383,not-spam,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
5384,not-spam,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
5385,not-spam,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
5386,not-spam,I'm at work. Please call
5387,not-spam,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
5388,not-spam,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
5389,not-spam,Ok.ok ok..then..whats ur todays plan
5390,not-spam,Nt joking seriously i told
5391,not-spam,Watching ajith film ah?
5392,not-spam,Ooooooh I forgot to tell u I can get on yoville on my phone
5393,not-spam,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
5394,not-spam,I dont know exactly could you ask chechi.
5395,not-spam,Dunno lei shd b driving lor cos i go sch 1 hr oni.
5396,not-spam,As in i want custom officer discount oh.
5397,not-spam,That's necessarily respectful
5398,not-spam,Hi. Hope you had a good day. Have a better night.
5399,not-spam,And he's apparently bffs with carly quick now
5400,not-spam,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
5401,not-spam,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
5402,not-spam,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
5403,not-spam,So gd got free ice cream... I oso wan...
5404,not-spam,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
5405,not-spam,So how many days since then?
5406,not-spam,Dear are you angry i was busy dear
5407,not-spam,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
5408,not-spam,... Are you in the pub?
5409,not-spam,There is a first time for everything :)
5410,not-spam,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
5411,not-spam,I ask if u meeting da ge tmr nite...
5412,not-spam,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
5413,not-spam,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
5414,not-spam,East coast
5415,not-spam,You should get more chicken broth if you want ramen unless there's some I don't know about
5416,not-spam,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
5417,not-spam,Nope. I just forgot. Will show next week
5418,not-spam,So how are you really. What are you up to. How's the masters. And so on.
5419,not-spam,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
5420,not-spam,I dont know oh. Hopefully this month.
5421,not-spam,"Hi elaine, is today's meeting confirmed?"
5422,not-spam,Ok k..sry i knw 2 siva..tats y i askd..
5423,not-spam,"Sorry, I'll call later"
5424,not-spam,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
5425,not-spam,Otherwise had part time job na-tuition..
5426,not-spam,Oh yeah! And my diet just flew out the window
5427,spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
5428,not-spam,You didnt complete your gist oh.
5429,not-spam,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
5430,not-spam,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
5431,not-spam,If I was I wasn't paying attention
5432,not-spam,Thanx a lot 4 ur help!
5433,not-spam,You're gonna have to be way more specific than that
5434,not-spam,Jesus armand really is trying to tell everybody he can find
5435,not-spam,I'm wif him now buying tix lar...
5436,not-spam,Mode men or have you left.
5437,not-spam,Am slow in using biola's fne
5438,not-spam,What are youdoing later? Sar xxx
5439,not-spam,Hey i've booked the 2 lessons on sun liao...
5440,not-spam,Thank you. do you generally date the brothas?
5441,not-spam,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
5442,not-spam,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
5443,spam,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
5444,not-spam,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
5445,not-spam,"And that's fine, I got enough bud to last most of the night at least"
5446,not-spam,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
5447,not-spam,So that takes away some money worries
5448,not-spam,"aight we can pick some up, you open before tonight?"
5449,spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
5450,not-spam,Sac needs to carry on:)
5451,not-spam,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
5452,not-spam,What???? Hello wats talks email address?
5453,not-spam,Except theres a chick with huge boobs.
5454,not-spam,Im just wondering what your doing right now?
5455,not-spam,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
5456,spam,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
5457,not-spam,Arun can u transfr me d amt
5458,not-spam,"Sorry, I'll call later"
5459,not-spam,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
5460,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
5461,not-spam,Ok i thk i got it. Then u wan me 2 come now or wat?
5462,spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
5463,not-spam,U GOIN OUT 2NITE?
5464,not-spam,I will treasure every moment we spend together...
5465,not-spam,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
5466,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
